TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
179,yyyymmdd,61 (10),,3416.00,54 (5.2),B. D. + 25  2874,45 Boo,+25 2874,15 07 18.0,+24 52 09,15 03 0.00,+25 18 0.00,0.249,133,F5   V,0.43,4.93,"('xxxxxx q yyyymmdd',)"
