TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
305,yyyymmdd,21 (12),,2945.0,40 (12.7),Lalande 23900,Lal 23900,+25 2568,12 48 47.0,+24 50 25,12 44 00.00,+25 23 00.00,0.358,252,G7   V,0.7,6.31,1143,Ambr_4140,6.5,12 46 20.00,+25 06 50.0,1950,"['56517 ~ 19380502 *', '82300 ~ 19530502 pi_br', '84255 k 19540421 _', '87722 g,2k 19560426 _', '89443-4 k 19570501 _', '91503-4 f 19590415 _']"
