TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1322,yyyymmdd,-8 (6;27),,1096.00,-2 (9.8),7 Caml,7 Cam,+53 829.0,04 57 17.1,+53 45 07,04 49 18.00,+53 36 0.00,0.035,298,A1   V,-0.02,4.47,"('xxxxxx q yyyymmdd',)"
