TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
73,yyyymmdd,-8 (6),,5074.00,5 (5.9),Xi Cygni,XI Cyg,+43 3800,21 04 55.8,+43 55 40,21 01 0.00,+43 32 0.00,0.007,52,K4.5 Ib-II,1.65,3.72,"('xxxxxx q yyyymmdd',)"
