TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
237,yyyymmdd,150 (8),,108.00,29 (1.8),Delta Andromedae,DEL And,+30°91,00 39 19.6,+30 51 39,00 34 0.00,+30 19 0.00,0.161,K3   III,1.28,3.27,"('xxxxxx q yyyymmdd',)"
