TPC No,AO Publication Year,AO Rel. Parallax (err),AO Abs. Parallax (err),Delta Pi,YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
--,,14 (4),,--,5530.00,26.0 (5.1),Mean,Groom 3904A,+67 1468.0,22 49 00.7,+68 34 12,22 45 36.00,+68 02 00.00,0.132,56,F5   V,6.19,0.42,2435,Grb_3904,7.1,22 47 19.00,+68 18 18.00,1950,"['47246 g 19321205 _', '48479 g 19330713 _', '48492 g 19330714 _', '49255 g 19331028 _', '49457 g 19331207 _', '50780 g 19340726 _', '50805 g 19340804 _', '51479 g 19341115 _', '52376 p 19350715 _', '52388 g 19350717 _', '52410 g 19350719 _', '53118 g 19351108 _', '53217 k 19351204 _', '53236 g 19351209 _', '54042 g 19360726 _', '54081 k 19360801 _', '54093 k 19360802 _', '54507 g 19361027 _', '54581 g 19361111 _', '54594 g 19361112 _', '55333 k 19370728 _', '55380 g 19370803 _', '55393 g 19370804 _', '55752 k 19371029 _', '55927 g 19371129 _', '55941 g 19371201 _', '56863 k 19380710 _', '56873 k 19380711 _', '56920 k 19380726 _', '57402 g 19381026 _', '57475 k 19381103 _']"
