TPC No,AO Publication Year,AO Rel. Parallax (err),AO Abs. Parallax (err),Delta Pi,YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
55,1916,0.055 (8.0),,--,1573.0,53 (9.6),Xi Geminorum,XI Gem,+13 1396,06 45 17.3,+12 53 43,06 40 00.00,+13 00 00.00,0.225,211,F5   III,0.43,3.36,597,xi_Gemini,3.4,06 42 29.00,+12 57 04.00,1950,"['392 u 19141022 -18', '450 u 19141030 +9', '481 u 19141031 -38', '495 u 19141101 -33', '1281 u 19150220 +3', '1311 u 19150226 +5', '1324 u 19150227 +4', '3599 u 19151011 -3', '3786 u 19151024 +4', '3833 u 19151027 +13', '3875 u 19151030 0', '4764 u 19160229 +13', '4822 u 19160305 -11', '4838 u 19160311 +6', '7426 p 19161022 +6', '7754 u 19161107 -4', '7791 f 19161108 -2']"
