TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
2063,yyyymmdd,48 (16;108),,4153.00,58 (3.1),99 Her,99 Her,+30°3128.0,18 07 01.5,+30 33 43,18 03 12.00,+30 33 0.00,0.116,F7   V,0.52,5.04,"('xxxxxx q yyyymmdd',)"
