TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1418,yyyymmdd,24 (5;24),,391.00M,25 (5.5),Gamma Arie N,GAM2 Ari,--,01 53 31.8,+19 17 37,01 48 0.00,+18 48 0.00,0.128,"B9+A1V,p *",-0.04,3.88,"('xxxxxx q yyyymmdd',)"
