TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
205,yyyymmdd,22 (10),,3999.00A,32 (9.4),Nu Draconis (fol.),NU2 Dra,+55°1945,17 32 15.9,+55 10 22,17 30 0.00,+55 15 0.00,0.152,A4m,0.28,4.87,"('xxxxxx q yyyymmdd',)"
