TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
548,yyyymmdd,11 (8),,2937.00,16 (12.5),Sigma 1678,--,+15 2503,12 45 26.5,+14 21 49,12 40 24.00,+14 55 0.00,0.092,118,F6   V,0.41,7.75,"('xxxxxx q yyyymmdd',)"
