TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
3,yyyymmdd,23 (8),,209.00,26 (6.5),Epsilon Piscium,EPS Psc,+7°153,01 02 56.5,+07 53 24,00 58 0.00,+7 21 0.00,0.085,K0   III,0.96,4.28,"('xxxxxx q yyyymmdd',)"
