TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
4,yyyymmdd,143 (9),,219.0,133 (1.7),Mu Cassiopeiae,MU Cas,+54 223,01 08 16.2,+54 55 11,01 02 00.00,+54 26 00.00,3.77,115,G5   Vb,0.69,5.17,--,--,5.12,01 08 17.00,+54 55 18.0,2000,"['46509 g 19320809', '46523 g 19320811', '46548 g 19320814', '47140 g 19321128', '47173 k 19321129', '47314 g 19321220', '48699 k 19330823', '48705 k 19330825', '48733 k 19330828', '49454 g 19331205', '49495 p 19331223', '51611 g 19350104', '52518 k 19350812', '52616 g 19350829', '54689 k 19361207', '54701 g 19361213', '55476 g 19370821', '55489 g 19370828', '56046 g 19380103', '56077 k 19380109', '57000 g 19380815', '57048 k 19380820', '57633 g 19381207', '58521 g 19390811', '57596 g 19390821', '59420 g 19400108', '60272 g 19400904', '60787 k 19401203', '60900 g 19410107', '62218 g 19410824', '62225 g 19410827']"
