Entry Number,Field Name,Magnitude,RA,Dec,Equinox,TSC No.,TSC Name,RA1950,Dec1950
2404,Sigma_2924,"6.8/7.3<0.""4",22 31 35,+69 39 15,1950,,,,
2405,Sigma_2923,"6.3/9.0<9""",22 31 51,+70 06 55,1950,,,,
2406,eta_Aquarii,4.1,22 32 47,-00 22 33,1950,,,,
2407,31_Cephei,5.2,22 34 32,+73 23 00,1950,,,,
2408,beta_1092,7.5,22 34 52,+72 37 15,1950,,,,
2409,63_Aquarii,5.3,22 35 10,-04 29 11,1950,,,,
2410,9_Lacertae,4.8,22 35 18,+51 17 11,1950,,,,
2411,L789-6,12.3,22 36 _,-15 30 00,1950,,,,
2412,40_Pegasi,5.8,22 36 27,+19 15 46,1950,,,,
2413,Lal_44318,6.9,22 36 35,+44 03 09,1950,,,,
2414,Grb_3847,5.5,22 36 37,+56 32 07,1950,,,,
2415,30_Cephei,5.2,22 36 52,+63 19 26,1950,,,,
2416,L_789-6,12.2,22 37 25,-15 25 50,2000,,,,
2417,RZ_Cephei(var.),9.0,22 37 28,+64 35 43,1950,,,,
2418,11_Lacertae,4.6,22 38 18,+44 00 53,1950,,,,
2419,Ho_296,5.5,22 38 23,+14 17 09,1950,,,,
2420,Ambr_7375,5.8,22 38 24,+14 17 09,1950,,,,
2421,zeta_Pegasi,3.6,22 38 58,+10 34 11,1950,,,,
2422,Grb_3858,6.1,22 39 21,+41 17 11,1950,,,,
2423,43_Pegasi,4.8,22 39 24,+29 02 45,1950,,,,
2424,Piazzi_22h_19,6.1,22 39 29,+14 15 16,1950,,,,
2425,G67-15,13,22 40 09,+17 24.1 _,1950,,,,
2426,eta_Pegasi,3.1,22 40 39,+29 57 33,1950,,,,
2427,O_Sigma_478,"6.1/8.0<3""",22 41 50,+39 12 11,1950,,,,
2428,13_Lacertae,5.2,22 41 51,+41 33 23,1950,,,,
2429,Lal_44541,6.5,22 43 14,+30 11 02,1950,,,,
2430,Ci(20)_1382,10.2,22 43 56,+44 16 55,1950,,,,
2431,lambda_Pegasi,4.1,22 44 07,+23 18 07,1950,,,,
2432,xi_Pegasi,4.3,22 44 11,+11 54 57,1950,,,,
2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,,,,
2434,BD+43o4305,10.00,22 46 50,+44 20 06,2000,,,,
2435,Grb_3904,7.1,22 47 19,+68 18 18,1950,,,,
2436,mu_Pegasi,3.7,22 47 35,+24 20 13,1950,,,,
2437,iota_Cephei,3.7,22 47 53,+65 56 13,1950,,,,
2438,__44708,8.0,22 48 56,+13 42 06,1950,,,,
2439,Sigma_2950,"5.8/7.0<2""",22 49 25,+61 25 50,1950,,,,
2440,+30o4824,9.5,22 49 39,+31 28 04,1950,,,,
2441,15_Lacertae,5.2,22 49 46,+43 02 46,1950,,,,
2442,49_Pegasi,5.3,22 49 51,+09 34 08,1950,,,,
2443,lambda_Aquarii,3.8,22 50 00,-07 50 46,1950,,,,
2444,-15o6290,10.27,22 50 35,-14 31 12,1950,,,,
2445,beta_382,6.0,22 51 25,+44 28 58,1950,,,,
2446,beta_382,"8.0/10.7<28""",22 51 25,+44 28 58,1950,,,,
2447,Ross_226,13.2,22 52 25,+60 43.7 _,1950,,,,
2448,50_Pegasi,5.0,22 52 42,+08 32 55,1950,,,,
2449,Sigma_2963,"7.8/8.5<2""",22 52 57,+76 04 17,1950,,,,
2450,15o4733,8.6,22 54 09,+16 17.3 _,1950,,,,
2451,Ross_671,8.6,22 54 10,+16 17 24,1950,,,,
2452,Ambr_746,5.1,22 54 14,+49 27 58,1950,,,,
2453,51_Pegasi,5.6,22 55 00,+20 30 01,1950,,,,
2454,+27o4445,"9.2/13<9""",22 56 _,+27 48 00,1950,,,,
2455,Sigma_536,"7.0/7.5<0.""3",22 56 02,+09 05 27,1950,,,,
2456,Lal_44920,6.5,22 56 02,+09 05 27,1950,,,,
2457,A_G_Chr_3703,8.4,22 57 01,+68 45 30,1950,,,,
2458,Ambr_7483,5.5,22 57 58,+56 40 36,1950,,,,
2459,Lal_45028,7.6,22 59 15,-04 06 54,1950,,,,
2460,o_Andromedae,3.6,22 59 36,+42 03 24,1950,,,,
2461,2_Hnd,5.1,23 01 _,+42 36 00,1950,,,,
2462,Lal_45102,6.6,23 01 20,-05 03 55,1950,,,,
2463,beta_Pegasi,2.5,23 01 20,+27 48 40,1950,,,,
2464,Ambr_7502,5.5,23 01 38,+66 56 22,1950,,,,
2465,3_Andromedae,4.9,23 01 55,+49 46 47,1950,,,,
2466,alpha_Pegasi,2.6,23 02 16,+14 56 08,1950,,,,
2467,83_Aquarii,5.6,23 02 33,-07 57 50,1950,,,,
2468,Lal_45165,6.4,23 02 38,+16 17 44,1950,,,,
2469,Fed_4371,7.5,23 03 07,+68 08 41,1950,,,,
2470,Lal_45193,6.1,23 03 48,+18 14 46,1950,,,,
2471,Lal_45199,6.4,23 04 02,+19 38 24,1950,,,,
2472,55_Pegasi,4.7,23 04 29,+09 08 20,1950,,,,
2473,56_Pegasi,5.0,23 04 40,+25 11 52,1950,,,,
2474,5_Andromedae,5.8,23 05 28,+49 01 23,1950,,,,
2475,G28-40,12.0,23 05 35,+08 53.1 _,1950,,,,
2476,pi_Cephei,4.5,23 06 18,+75 07 01,1950,,,,
2477,G241-44,13.4,23 06 41,+71 43 30,1950,,,,
2478,57_Pegasi,5.4,23 06 59,+08 24 21,1950,,,,
2479,6_Andromedae,6.1,23 08 08,+43 16 31,1950,,,,
2480,59_Pegasi,5.2,23 09 12,+08 26 53,1950,,,,
2481,60_Pegasi,6.4,23 09 23,+26 34 36,1950,,,,
2482,7_Andromedae,4.6,23 10 15,+49 07 58,1950,,,,
2483,Amb_7548,5.7,23 10 51,+56 53 31,1950,,,,
2484,HR_8832,5.6,23 10 51,+56 53 31,1950,,,,
2485,BD+56o2966,6.0,23 10 52,+56 53 31,2000,,,,
2486,LFT_1767,5.57,23 11 _,+56 53 30,2000,,,,
2487,+38o4955,11.0,23 11 18,+39 00 09,1950,,,,
2488,phi_Aquarii,4.4,23 11 44,-06 19 08,1950,,,,
2489,L935-50,15.4,23 11 51,-06 49.1 _,1950,,,,
2490,91_Aquarii,"4.5/9.0<49""",23 13 16,-09 21 37,1950,,,,
2491,92_Aquarii,5.1,23 14 15,-07 59 58,1950,,,,
2492,Amb_7565,5.6,23 14 25,+52 56 37,1950,,,,
2493,gamma_Piscium,3.8,23 14 34,+03 00 31,1950,,,,
2494,beta_79,8.2,23 15 02,-01 47 37,1950,,,,
2495,8_Andromedae,5.0,23 15 25,+48 44 30,1950,,,,
2496,beta_80,"8.9/9.9<0.""9",23 16 20,+05 07 59,1950,,,,
2497,95_Aquarii,5.2,23 16 21,-09 53 03,1950,,,,
2498,o_Cephei,"5.2/7.8<3""",23 16 33,+67 50 16,1950,,,,
2499,11_Andromedae,5.4,23 17 10,+48 21 03,1950,,,,
2500,Br_3094,6.4,23 17 20,+48 06 24,1950,,,,
2501,Am_7583,6.6,23 17 40,-04 11 29,1950,,,,
2502,7_Piscium,5.2,23 17 48,+05 06 29,1950,,,,
2503,tau_Pegasi,4.6,23 18 09,+23 27 58,1950,,,,
2504,Lal_45755,7.6,23 19 16,+43 49 14,1950,,,,
2505,64_Pegasi,5.4,23 19 28,+31 32 17,1950,,,,
2506,Br_3107,6.6,23 20 18,+20 17 04,1950,,,,
2507,GC_32541,8.0,23 20 28,-11 02.5 _,1950,,,,
2508,66_Pegasi,5.3,23 20 33,+12 02 22,1950,,,,
2509,G68-008,13.2,23 21 39,+17 18 18,2000,,,,
2510,57o2735,10.2,23 22 14,+57 35.0 _,1950,,,,
2511,Porter_1304,6.5,23 22 23,+32 06 35,1950,,,,
2512,67_Pegasi,5.5,23 22 23,+32 06 35,1950,,,,
2513,4_Cassiopeia,5.2,23 22 36,+62 00 29,1950,,,,
2514,nu_Pegasi,4.6,23 22 52,+23 07 42,1950,,,,
2515,-11o6076,8.2,23 24 10,-11 18 27,1950,,,,
2516,kappa_Piscium,5.2,23 24 22,+00 58 53,1950,,,,
2517,AC_1166-45,11.0,23 24 42,-11 06 42,1950,,,,
2518,theta_Piscium,4.4,23 25 25,+06 06 14,1950,,,,
2519,Sigma_3017,"7.2/8.2<2"".1",23 25 42,+73 50 38,1950,,,,
2520,G29-38,13.7,23 26 16,+04 58.5 _,1950,,,,
2521,70_Pegasi,4.7,23 26 37,+12 29 04,1950,,,,
2522,Porter_1306,6.4,23 26 56,-04 48 19,1950,,,,
2523,beta_1266,7.3,23 27 57,+30 33 22,1950,,,,
2524,14_Andromedae,5.3,23 28 49,+38 57 40,1950,,,,
2525,Porter_1307,6.5,23 28 56,-04 21 38,1950,,,,
2526,C3,13.4,23 29 09,+40 44.9 _,1950,,,,
2527,+19o5116,"10.3/12.8<4""",23 29 20,+19 39.6 _,1950,,,,
2528,-17o6769,8.7,23 30 12,-17 07 09,1950,,,,
2529,Lal_46154,7.2,23 30 55,+42 34 04,1950,,,,
2530,beta_720,5.1,23 31 28,+31 02 57,1950,,,,
2531,LPM_875,10.4,23 31 33,-00 05.2 _,1950,,,,
2532,BD_+19o5116,10.4/12.5,23 31 52,+19 56 12,2000,,,,
2533,15_Andromedae,5.5,23 32 10,+39 57 38,1950,,,,
2534,D'Ag_6348,8.0,23 33 32,+18 09 47,1950,,,,
2535,lambda_Andromedae,4.0,23 35 06,+46 11 13,1950,,,,
2536,iota_Andromedae,4.3,23 35 41,+42 59 28,1950,,,,
2537,gamma_Cephei,3.4,23 37 16,+77 21 11,1950,,,,
2538,iota_Piscium,4.3,23 37 22,+05 21 18,1950,,,,
2539,kappa_Andromedae,4.3,23 37 56,+44 03 25,1950,,,,
2540,O_Sigma_503,"7.2/7.8<1.""5",23 38 _,+19 51 _,_,,,,
2541,lambda_Piscium,4.6,23 39 29,+01 30 17,1950,,,,
2542,Green_165-20,13.0,23 40 14,+12 37 36,2000,,,,
2543,77_Pegs,5.4,23 40 50,+10 3 14,1950,,,,
,,,,,,,,,
2545,L_1512-34,_,23 41 23,+32 19.0 _,1950,,,,
2546,78_Pegasi,5.0,23 41 28,+29 05 03,1950,,,,
2547,Ross_248,12.29,23 42 05,+44 10 18,2000,,,,
2548,psi_Andromedae,5.1,23 43 32,+46 08 33,1950,,,,
2549,Sigma_3037,"7.1/8.5<2"".7",23 43.6 _,60 12 00,_,,,,
2550,19_Piscium,5.3,23 43 50,+03 12 33,1950,,,,
2551,tau_Cass,5.1,23 44 36,+58 22 24,1950,,,,
2552,41_H_Cephei,5.0,23 45 30,+67 31 44,1950,,,,
2553,O_Sigma,"6.3/7.8<49""",23 46 13,+64 35 55,1950,,,,
2554,+1o4774,9.1,23 46 35,+02 08 11,1950,,,,
2555,G130-15,15.7,23 48 _,+29 24 00,_,,,,
2556,Ross_249,13.5,23 45 32,+48 44.2 _,1950,,,,
2557,Br_3181,6.5,23 49 31,+77 19 21,1950,,,,
2558,phi_Pegasi,5.2,23 49 56,+18 50 33,1950,,,,
2559,Adams,6.5,23 49 57,+75 15 56,1950,,,,
2560,B_996,"6.6/11.7<5"".7",23 49 57,+75 15 56,1950,,,,
2561,82_Pegasi,5.4,23 50 03,+10 40 08,1950,,,,
2562,rho_Cass,4.8,23 51 52,+57 13 16,1950,,,,
2563,Lal_4687,_,23 52 29,+28 21 17,1950,,,,
2564,Lal_46867,7.3,23 52 29,+28 21 18,1950,,,,
2565,-6o6318,11,23 53 07,-06 25.1 _,1950,,,,
2566,Sigma_3046,"8.0/8/5<3"".2",23 53 48,-09 46 36,1950,,,,
,,,,,,,,,
2568,84_Pegasi,4.8,23 55 12,+29 51 49,1950,,,,
2569,Sigma_3048,8.2,23 55 31,+24 03 55,1950,,,,
2570,beta_730,5.3,23 56 06,-03 50 00,1950,,,,
2571,45o4378,9.5,23 56 07,+46 27 02,1950,,,,
2572,omega_Piscium,4.0,23 56 44,+06 35 11,1950,,,,
2573,Sigma_3050,6.5,23 56 56,+33 26 50,1950,,,,
2574,30_Piscium,4.7,23 59 24,-06 17 31,1950,,,,
2575,85_Pegasi,5.8,23 59 33,+26 49 03,1950,,,,
,,,,,,,,,
