TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
746,yyyymmdd,-11 (4),,3625.00,-7 (7.2),5 Herc,5 Her,+18°3101,16 01 14.3,+17 49 06,15 56 42.00,+18 06 0.00,0.161,G8   IIIb*,0.99,5.12,"('xxxxxx q yyyymmdd',)"
