TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
462,yyyymmdd,67 (7),,--,-- (--),Delta Equulei(Mean),--,+9°4746,--,--,21 09 36.00,+9 36 0.00,--,--,--,--,"('xxxxxx q yyyymmdd',)"
