TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1213a,yyyymmdd,27 (6;22),,5791.00A,31 (7.3),Sigma 3048 A,--,+23 4830.0,23 58 03.4,+24 20 33,23 53 0.00,+23 47 0.00,0.205,195,G5,--,8.2,"('xxxxxx q yyyymmdd',)"
