TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
340,yyyymmdd,7 (8),,2572.0,14 (12.5),60 Leonia,60 Leo,+20 2547,11 02 19.7,+20 10 47,10 57 00.00,+20 43 00.00,0.038,351,A1m,0.05,4.42,"('xxxxxx q yyyymmdd',)"
