TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
212,yyyymmdd,21 (12),,4634.00A,46 (1.2),16 Cygni (fainter),16 Cyg,+50°2848,19 41 48.9,+50 31 30,19 39 0.00,+50 17 0.00,0.214,G1.5 Vb,0.64,5.96,"('xxxxxx q yyyymmdd',)"
