TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
249,yyyymmdd,50 (7),,353.0,9 (2.0),Nu Piscium,NU Psc,+4 293,01 41 25.9,+05 29 14,02 36 00.00,+4 59 00.00,0.025,285,K3   IIIb*,1.36,4.44,"('xxxxxx q yyyymmdd',)"
