TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
19,yyyymmdd,82 (8),,3860.0,54 (5.1),19 Draconis,19 Dra,+65 1157,16 56 01.6,+65 08 05,16 55 00.00,+65 17 00.00,0.229,77,F6   V,0.48,4.89,1594,19_Draconis,5,16 55 44,+65 12 39,1950,"['79180 w 19510703 _', '79221 g 19510706 _', '79268 g 19510715 _', '79320 k 19510724 pi_br', '80500 p 19520325 _', '80569 k 19520409 _', '80623 g 19520417 _', '81050 k 19520628 _', '81093 k 19520707 *', '82271 k 19530419 _', '82327 g 19530511 _', '82507 f 19530623 off_cent', '82522 g 19530703 _', '82542 4g 19530705 _', '82552 4g 19530707 _', '82594 g 19530723 _', '82601 g 19530724 _', '84132 g 19540322 *', '84243 g 19540420 _', '84266 g 19540513 _', '84274 2g 19540523 _', '84315 g 19540531 _', '84399 2f 19540623 _', '84473 g 19540702 _', '84498 g 19540715 _', '85656 f 19550323 _', '85821 g 19550404 _', '85854 g 19550410 _', '85970 k 19550506 _', '86178 g 19550626 _', '86249 g 19550704 *', '86288 g 19550712 _', '86313 g 19550713 _', '86350 g 19550719 _', '87606 g 19560327 fog', '87626 g 19560401 _', '87631 4g 19560405 _', '87692 k 19560414 _', '88053 g 19560706 _', '88116 k 19560718 fog', '88135 k 19560719 *', '88137 g 19560720 _', '89347 g 19570415 _', '89488 g 19570509 _', '89718 g 19570707 _', '89839 g 19570801 _', '90618 g 19580522 _', '90726 g 19580715 _']"
