TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1994,yyyymmdd,7 (8;27),,1890.00,8 (4.4),"Ci20, 451",CI 20-451,--,08 00 30.1,+28 59 56,07 54 18.00,+29 18 0.00,0.481,184,G2,--,11.0,"('xxxxxx q yyyymmdd',)"
