TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
533,yyyymmdd,3 (6),,241.00,8 (6.4),Theta Cass,THE Cas,+54°236,01 11 06.1,+55 09 00,01 05 0.00,+54 37 0.00,0.228,A7   V,0.17,4.33,"('xxxxxx q yyyymmdd',)"
