TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
348,yyyymmdd,55 (11),,4541.0,63 (4.0),31 b Aquilae,31 Aql,+11 3833,19 24 58.2,+11 56 39,19 20 00.00,+11 44 00.00,0.966,49,G8   IVHd*,0.77,5.16,"('xxxxxx q yyyymmdd',)"
