TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1926,yyyymmdd,39 (6;23),,646.00A,38 (3.4),Beta Per,BET Per,+40 673.0,03 08 10.1,+40 57 20,03 01 42.00,+40 34 0.00,0.004,61,B8   V,-0.05,2.12,"('xxxxxx q yyyymmdd',)"
