TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
481,yyyymmdd,3 (9),,2337.00,12 (5.6),7 Sextantis,7 Sex,+3°2280,09 52 12.1,+02 27 14,09 47 0.00,+2 55 0.00,0.208,A0   V s,-0.04,6.02,"('xxxxxx q yyyymmdd',)"
