TPC No,AO Publication Year,AO Rel. Parallax (err),AO Abs. Parallax (err),Delta Pi,YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
478,1921,21 (9),,--,1601.0,22 (10.2),Theta Gem,THE Gem,+34 1481,06 52 47.3,+33 57 40,06 46 12.00,+34 05 00.00,0.05,181,A3   III,0.1,3.6,613,theta_Gemini,3.6,06 49 29.00,+34 01 24.00,1950,"['1346 f 19150228 +6', '1373 k 19150301 -16', '1532 k 19150309 +6', '4045 f 19151110 +10', '4174 f 19151117 0', '4798 f 19160303 +3', '8867 k 19170306 -4', '10822 f 19171013 _', '10915 2k,p 19171027 _', '11203 k 19171109 _', '12178 k 19180226 _', '12220 g 19180303 _', '14397 k 19181014 _', '14415 f 19181015 _', '14441 k 19181016 _', '15878 k 19190219 _', '16042 k 19190303 _']"
