TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
1776,yyyymmdd,24 (7;28),,413.10,27 (11.1),47 Cas,47 Cas,+76 63.0,02 05 07.4,+77 16 52,01 55 6.00,+76 48 0.00,0.138,110,F0   Vn,0.31,5.38,"('xxxxxx q yyyymmdd',)"
