TPC No,AO Result Published,AO Rel. Parallax (err),AO Abs. Parallax (err),YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,"AO Obs No, Quality, Date"
246,yyyymmdd,-15 (3),,314.0,13 (5.5),Eta Piscium,ETA Psc,+14 231,01 31 29.0,+15 20 44,02 26 00.00,+14 50 00.00,0.027,93,G7   IIIa,0.97,3.62,"('xxxxxx q yyyymmdd',)"
