TPC No,AO Publication Year,AO Rel. Parallax (err),AO Abs. Parallax (err),Delta Pi,YPC No,YPC Abs. Parallax (err),AO Name,YPC Name,BD Name,RA2000,Dec2000,AO RA1900,AO Dec1900,YPC Total Proper Motion,YPC Proper Motion Position Angle,YPC Spectrum,YPC V Mag,YPC B-V Mag,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index RA,Index Card Dec,Index Card Equinox,"AO Obs No, Quality, Date"
1180a,1934,-15 (7),,--,4030.00,3.0 (7.8),Berl 6083,--,+24 3226.0,17 41 05.5,+24 30 46,17 37 06.00,+24 30 00.00,0.046,343,"K1+F4III,V",6.36,1.2,1686,Sigma_2194,"6.5/8.5<16""",17 39 02.00,+24 32 12.00,1950,"['9791 k 19170705 +11', '9953 u 19170728 +6', '9980 k 19170730 -5', '12779 k 19180423 _', '12861 k 19180505 _', '12892 k 19180508 _', '13709 k 19180726 _', '13761 2k,f 19180731 _', '13916 f 19180813 _', '16578 f 19190420 _', '16651 k 19190426 _', '17640 k 19190729 _', '17664 k 19190801 _', '17745 k 19190810 _', '19923 k 19200330 _', '19940 k 19200402 _', '19966 k 19200409 _', '21088 k 19200725 _', '21115 k 19200726 _', '21164 g 19200728 _']"
